Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
1,O,500,1000,28,500,544,44,1645,1,0
1,O,500,1000,38,500,544,44,1156,1,1
1,O,500,1000,51,500,544,44,2149,1,0
1,O,500,1000,27,500,540,40,1905,0,0
1,O,500,1000,42,500,540,40,1503,1,0
1,O,500,1000,44,500,540,40,1731,0,1
1,O,500,1000,26,500,536,36,1382,0,0
1,O,500,1000,18,500,532,32,1201,1,0
1,O,500,1000,22,500,532,32,1351,0,0
1,O,500,1000,15,500,528,28,1906,0,0
1,O,500,1000,8,500,524,24,2208,0,0
1,O,500,1000,1,500,520,20,1715,1,0
1,O,500,1000,4,500,520,20,1546,0,0
1,O,500,100,34,500,540,40,1400,1,0
1,O,500,100,36,500,540,40,1734,1,1
1,O,500,100,23,500,536,36,2017,1,0
1,O,500,100,30,500,536,36,1380,0,0
1,O,500,100,37,500,536,36,1370,1,0
1,O,500,100,47,500,536,36,2370,1,0
1,O,500,100,53,500,536,36,1757,0,0
1,O,500,100,16,500,532,32,2154,1,0
1,O,500,100,20,500,532,32,1632,0,0
1,O,500,100,49,500,532,32,1933,0,1
1,O,500,100,14,500,528,28,2314,0,0
1,O,500,100,11,500,524,24,2617,0,0
1,O,500,100,3,500,520,20,2010,0,0
1,O,3000,1000,52,3000,3180,180,1595,1,0
1,O,3000,1000,54,3000,3180,180,1711,0,0
1,O,3000,1000,39,3000,3176,176,1122,1,0
1,O,3000,1000,40,3000,3176,176,1792,1,1
1,O,3000,1000,50,3000,3176,176,1403,0,0
1,O,3000,1000,35,3000,3160,160,1391,0,0
1,O,3000,1000,41,3000,3160,160,1124,0,1
1,O,3000,1000,32,3000,3144,144,1241,0,0
1,O,3000,1000,29,3000,3128,128,1235,1,0
1,O,3000,1000,31,3000,3128,128,1127,0,0
1,O,3000,1000,21,3000,3112,112,1963,0,0
1,O,3000,1000,5,3000,3096,96,1534,0,0
1,O,3000,1000,2,3000,3080,80,1818,0,0
1,O,3000,100,48,3000,3112,112,1966,1,0
1,O,3000,100,45,3000,3108,108,1466,1,0
1,O,3000,100,46,3000,3108,108,1314,0,0
1,O,3000,100,33,3000,3104,104,2022,1,0
1,O,3000,100,43,3000,3104,104,1574,0,0
1,O,3000,100,25,3000,3100,100,1662,0,0
1,O,3000,100,7,3000,3096,96,1929,1,0
1,O,3000,100,9,3000,3096,96,2654,1,1
1,O,3000,100,12,3000,3096,96,2458,1,0
1,O,3000,100,13,3000,3096,96,2425,1,1
1,O,3000,100,19,3000,3096,96,1895,1,0
1,O,3000,100,24,3000,3096,96,1843,0,0
1,O,3000,100,17,3000,3092,92,1856,0,1
1,O,3000,100,6,3000,3080,80,1910,0,0
1,O,3000,100,10,3000,3080,80,1595,0,1
