Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
3,O,500,1000,50,500,536,36,3475,0,0
3,O,500,1000,47,500,535,35,1982,0,0
3,O,500,1000,43,500,534,34,4104,0,0
3,O,500,1000,23,500,533,33,2730,1,0
3,O,500,1000,24,500,533,33,3473,1,1
3,O,500,1000,29,500,533,33,3134,1,0
3,O,500,1000,42,500,533,33,1804,0,0
3,O,500,1000,7,500,532,32,2496,1,0
3,O,500,1000,10,500,532,32,3012,1,1
3,O,500,1000,17,500,532,32,6311,0,0
3,O,500,1000,28,500,532,32,2916,0,1
3,O,500,1000,5,500,528,28,3535,0,0
3,O,500,1000,14,500,528,28,4857,0,1
3,O,500,1000,4,500,524,24,4451,0,0
3,O,500,1000,3,500,520,20,3935,0,0
3,O,500,100,30,500,532,32,2178,1,0
3,O,500,100,31,500,532,32,6564,1,1
3,O,500,100,45,500,530,30,1635,1,0
3,O,500,100,44,500,529,29,4203,0,0
3,O,500,100,11,500,528,28,1832,1,0
3,O,500,100,18,500,528,28,4246,0,0
3,O,500,100,33,500,528,28,2181,1,0
3,O,500,100,35,500,528,28,2624,1,0
3,O,500,100,41,500,528,28,4503,0,0
3,O,500,100,9,500,524,24,3117,0,0
3,O,500,100,37,500,524,24,1987,0,1
3,O,500,100,1,500,520,20,6813,0,0
3,O,3000,1000,38,3000,3112,112,4671,1,0
3,O,3000,1000,40,3000,3112,112,3441,1,1
3,O,3000,1000,26,3000,3096,96,1177,1,0
3,O,3000,1000,32,3000,3096,96,2982,0,0
3,O,3000,1000,6,3000,3080,80,5187,1,0
3,O,3000,1000,12,3000,3080,80,2882,1,0
3,O,3000,1000,21,3000,3080,80,2523,1,0
3,O,3000,1000,25,3000,3080,80,4761,0,0
3,O,3000,1000,13,3000,3064,64,4286,1,0
3,O,3000,1000,20,3000,3064,64,5241,0,1
3,O,3000,100,36,3000,3160,160,5472,1,0
3,O,3000,100,39,3000,3160,160,2797,1,1
3,O,3000,100,27,3000,3144,144,3248,1,0
3,O,3000,100,34,3000,3144,144,2216,0,0
3,O,3000,100,46,3000,3144,144,1862,1,0
3,O,3000,100,48,3000,3144,144,2714,1,0
3,O,3000,100,19,3000,3128,128,2114,1,0
3,O,3000,100,22,3000,3128,128,3635,0,0
3,O,3000,100,49,3000,3128,128,1944,0,1
3,O,3000,100,15,3000,3112,112,1897,1,0
3,O,3000,100,16,3000,3112,112,2641,0,0
3,O,3000,100,8,3000,3096,96,5772,0,0
3,O,3000,100,2,3000,3080,80,2578,0,0
