Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
12,O,500,1000,11,500,524,24,3858,1,0
12,O,500,1000,14,500,524,24,3221,1,1
12,O,500,1000,24,500,522,22,2704,1,0
12,O,500,1000,25,500,522,22,1695,1,1
12,O,500,1000,31,500,522,22,2069,1,0
12,O,500,1000,19,500,521,21,2389,1,0
12,O,500,1000,22,500,521,21,2095,0,0
12,O,500,1000,27,500,521,21,2336,1,0
12,O,500,1000,30,500,521,21,1735,0,1
12,O,500,1000,1,500,520,20,1956,1,0
12,O,500,1000,2,500,520,20,1492,1,0
12,O,500,1000,10,500,520,20,6668,0,0
12,O,500,1000,17,500,520,20,2231,0,1
12,O,500,1000,5,500,516,16,1691,1,0
12,O,500,1000,9,500,516,16,2994,0,1
12,O,500,100,33,500,528,28,2256,1,0
12,O,500,100,34,500,528,28,2594,1,1
12,O,500,100,15,500,524,24,3396,1,0
12,O,500,100,21,500,524,24,2686,0,0
12,O,500,100,42,500,524,24,2114,1,0
12,O,500,100,43,500,524,24,2259,1,0
12,O,500,100,56,500,521,21,2102,1,0
12,O,500,100,59,500,521,21,1944,1,1
12,O,500,100,3,500,520,20,2496,1,0
12,O,500,100,12,500,520,20,4052,0,0
12,O,500,100,45,500,520,20,2725,1,0
12,O,500,100,48,500,520,20,1931,1,0
12,O,500,100,53,500,520,20,2050,0,0
12,O,500,100,49,500,516,16,1916,1,0
12,O,500,100,51,500,516,16,2232,0,1
12,O,3000,1000,23,3000,3144,144,1434,1,0
12,O,3000,1000,26,3000,3144,144,1605,1,1
12,O,3000,1000,29,3000,3144,144,1633,1,0
12,O,3000,1000,32,3000,3144,144,1754,1,1
12,O,3000,1000,36,3000,3140,140,1635,1,0
12,O,3000,1000,38,3000,3140,140,1747,1,0
12,O,3000,1000,40,3000,3136,136,1427,1,0
12,O,3000,1000,41,3000,3136,136,1584,1,0
12,O,3000,1000,50,3000,3132,132,1461,1,0
12,O,3000,1000,18,3000,3128,128,1979,0,0
12,O,3000,1000,28,3000,3128,128,1515,0,1
12,O,3000,1000,16,3000,3112,112,1930,0,0
12,O,3000,1000,8,3000,3096,96,1686,1,0
12,O,3000,1000,13,3000,3096,96,1551,0,0
12,O,3000,1000,7,3000,3080,80,2414,0,0
12,O,3000,100,58,3000,3120,120,1807,1,0
12,O,3000,100,60,3000,3120,120,2476,1,1
12,O,3000,100,47,3000,3116,116,2131,1,0
12,O,3000,100,52,3000,3116,116,1935,1,1
12,O,3000,100,57,3000,3116,116,1764,0,0
12,O,3000,100,35,3000,3112,112,2278,1,0
12,O,3000,100,37,3000,3112,112,1666,1,1
12,O,3000,100,44,3000,3112,112,1969,1,0
12,O,3000,100,46,3000,3112,112,1968,0,0
12,O,3000,100,54,3000,3112,112,2245,1,0
12,O,3000,100,55,3000,3112,112,1606,0,1
12,O,3000,100,20,3000,3096,96,2758,0,0
12,O,3000,100,39,3000,3096,96,2005,0,1
12,O,3000,100,4,3000,3080,80,2671,1,0
12,O,3000,100,6,3000,3080,80,3576,0,0
