Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
A010,Y,500,1000,13,500,520,20,1699,1,0
A010,Y,500,1000,15,500,520,20,2401,1,0
A010,Y,500,1000,24,500,516,16,1555,1,0
A010,Y,500,1000,27,500,516,16,2930,1,0
A010,Y,500,1000,37,500,516,16,1249,1,0
A010,Y,500,1000,43,500,516,16,1550,1,1
A010,Y,500,1000,28,500,512,12,1637,1,0
A010,Y,500,1000,29,500,512,12,2766,0,1
A010,Y,500,1000,48,500,512,12,1916,1,0
A010,Y,500,1000,49,500,512,12,1096,1,0
A010,Y,500,1000,51,500,511,11,2097,1,0
A010,Y,500,1000,54,500,511,11,1194,1,0
A010,Y,500,1000,58,500,510,10,1835,1,0
A010,Y,500,1000,59,500,510,10,2058,1,0
A010,Y,500,1000,60,500,509,9,1447,1,0
A010,Y,500,100,12,500,524,24,2092,1,0
A010,Y,500,100,18,500,524,24,2684,1,1
A010,Y,500,100,2,500,520,20,11114,0,0
A010,Y,500,100,22,500,520,20,1549,1,0
A010,Y,500,100,31,500,520,20,2133,1,0
A010,Y,500,100,32,500,516,16,1603,1,0
A010,Y,500,100,33,500,516,16,1378,1,0
A010,Y,500,100,34,500,512,12,1430,1,0
A010,Y,500,100,36,500,512,12,6096,1,0
A010,Y,500,100,39,500,508,8,1448,1,0
A010,Y,500,100,40,500,508,8,3544,1,0
A010,Y,500,100,41,500,504,4,3639,1,0
A010,Y,500,100,44,500,504,4,6511,1,0
A010,Y,500,100,47,500,501,1,2462,1,0
A010,Y,500,100,53,500,501,1,3360,0,1
A010,Y,3000,1000,5,3000,3096,96,2860,1,0
A010,Y,3000,1000,7,3000,3096,96,2255,1,1
A010,Y,3000,1000,1,3000,3080,80,5941,1,0
A010,Y,3000,1000,3,3000,3080,80,1761,0,0
A010,Y,3000,1000,8,3000,3080,80,1582,1,0
A010,Y,3000,1000,9,3000,3080,80,2064,1,0
A010,Y,3000,1000,14,3000,3080,80,1589,1,0
A010,Y,3000,1000,16,3000,3080,80,7284,1,1
A010,Y,3000,1000,23,3000,3080,80,1412,1,0
A010,Y,3000,1000,25,3000,3080,80,1401,1,1
A010,Y,3000,1000,21,3000,3076,76,1431,0,1
A010,Y,3000,1000,26,3000,3076,76,5341,1,0
A010,Y,3000,1000,30,3000,3076,76,2412,1,0
A010,Y,3000,1000,10,3000,3064,64,1866,1,0
A010,Y,3000,1000,11,3000,3064,64,3298,0,1
A010,Y,3000,100,4,3000,3080,80,2963,1,0
A010,Y,3000,100,6,3000,3080,80,2046,1,0
A010,Y,3000,100,19,3000,3080,80,2011,1,0
A010,Y,3000,100,20,3000,3080,80,1813,1,1
A010,Y,3000,100,17,3000,3064,64,3083,0,1
A010,Y,3000,100,35,3000,3064,64,1330,1,0
A010,Y,3000,100,38,3000,3064,64,1434,1,0
A010,Y,3000,100,45,3000,3064,64,1783,1,0
A010,Y,3000,100,46,3000,3064,64,1462,1,1
A010,Y,3000,100,42,3000,3060,60,2112,0,1
A010,Y,3000,100,50,3000,3060,60,1444,1,0
A010,Y,3000,100,52,3000,3060,60,1413,1,0
A010,Y,3000,100,55,3000,3056,56,1865,1,0
A010,Y,3000,100,56,3000,3056,56,1179,1,0
A010,Y,3000,100,57,3000,3052,52,2082,1,0
