Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
A005,Y,500,1000,12,500,524,24,1332,1,0
A005,Y,500,1000,20,500,524,24,1479,1,1
A005,Y,500,1000,26,500,524,24,2081,1,0
A005,Y,500,1000,27,500,524,24,1529,1,1
A005,Y,500,1000,39,500,524,24,2932,1,0
A005,Y,500,1000,43,500,524,24,1571,1,1
A005,Y,500,1000,37,500,523,23,2946,0,1
A005,Y,500,1000,45,500,523,23,4047,0,1
A005,Y,500,1000,7,500,520,20,1698,1,0
A005,Y,500,1000,10,500,520,20,3515,0,0
A005,Y,500,1000,25,500,520,20,11533,0,1
A005,Y,500,100,28,500,532,32,1300,1,0
A005,Y,500,100,29,500,532,32,1731,1,1
A005,Y,500,100,24,500,528,28,7764,0,0
A005,Y,500,100,30,500,528,28,1315,1,0
A005,Y,500,100,34,500,528,28,2597,1,0
A005,Y,500,100,49,500,528,28,1397,1,0
A005,Y,500,100,50,500,528,28,1480,1,1
A005,Y,500,100,52,500,527,27,4512,1,0
A005,Y,500,100,53,500,527,27,1264,1,0
A005,Y,500,100,55,500,526,26,1527,0,1
A005,Y,500,100,17,500,524,24,2982,0,0
A005,Y,500,100,42,500,524,24,2961,1,0
A005,Y,500,100,47,500,524,24,8576,0,1
A005,Y,500,100,3,500,520,20,1478,1,0
A005,Y,500,100,11,500,520,20,3682,0,0
A005,Y,3000,1000,8,3000,3096,96,2196,1,0
A005,Y,3000,1000,9,3000,3096,96,2128,1,1
A005,Y,3000,1000,41,3000,3088,88,1549,1,0
A005,Y,3000,1000,44,3000,3088,88,3248,1,1
A005,Y,3000,1000,54,3000,3088,88,1200,1,0
A005,Y,3000,1000,56,3000,3088,88,1268,1,1
A005,Y,3000,1000,36,3000,3084,84,2548,1,0
A005,Y,3000,1000,40,3000,3084,84,4478,0,0
A005,Y,3000,1000,51,3000,3084,84,1229,0,1
A005,Y,3000,1000,1,3000,3080,80,14597,0,0
A005,Y,3000,1000,16,3000,3080,80,9799,1,0
A005,Y,3000,1000,18,3000,3080,80,22451,1,0
A005,Y,3000,1000,33,3000,3080,80,1547,1,0
A005,Y,3000,1000,35,3000,3080,80,4010,0,0
A005,Y,3000,1000,31,3000,3064,64,1712,0,1
A005,Y,3000,100,48,3000,3164,164,2847,0,0
A005,Y,3000,100,19,3000,3160,160,2660,1,0
A005,Y,3000,100,21,3000,3160,160,3130,1,1
A005,Y,3000,100,23,3000,3160,160,4595,1,0
A005,Y,3000,100,32,3000,3160,160,2698,1,1
A005,Y,3000,100,46,3000,3160,160,1497,0,0
A005,Y,3000,100,38,3000,3156,156,4355,0,1
A005,Y,3000,100,15,3000,3144,144,2849,0,0
A005,Y,3000,100,22,3000,3144,144,1714,0,1
A005,Y,3000,100,13,3000,3128,128,2598,1,0
A005,Y,3000,100,14,3000,3128,128,2732,0,0
A005,Y,3000,100,6,3000,3112,112,6164,0,0
A005,Y,3000,100,4,3000,3096,96,1712,1,0
A005,Y,3000,100,5,3000,3096,96,1464,0,0
A005,Y,3000,100,2,3000,3080,80,7848,0,0
