Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
A009,Y,500,1000,10,500,528,28,1715,1,0
A009,Y,500,1000,12,500,528,28,1463,1,1
A009,Y,500,1000,3,500,524,24,2561,1,0
A009,Y,500,1000,6,500,524,24,3112,0,0
A009,Y,500,1000,14,500,524,24,1465,1,0
A009,Y,500,1000,17,500,524,24,1696,1,0
A009,Y,500,1000,31,500,524,24,1795,1,0
A009,Y,500,1000,39,500,524,24,1714,1,1
A009,Y,500,1000,46,500,524,24,1368,1,0
A009,Y,500,1000,48,500,524,24,1532,1,1
A009,Y,500,1000,43,500,523,23,2122,0,1
A009,Y,500,1000,49,500,523,23,2001,0,1
A009,Y,500,1000,1,500,520,20,2116,0,0
A009,Y,500,1000,26,500,520,20,1567,1,0
A009,Y,500,1000,30,500,520,20,2363,0,1
A009,Y,500,100,33,500,540,40,1800,1,0
A009,Y,500,100,34,500,540,40,1632,1,1
A009,Y,500,100,36,500,540,40,2164,1,0
A009,Y,500,100,38,500,540,40,2127,1,1
A009,Y,500,100,53,500,539,39,1848,0,1
A009,Y,500,100,20,500,536,36,1579,1,0
A009,Y,500,100,29,500,536,36,1778,0,0
A009,Y,500,100,35,500,536,36,1380,0,1
A009,Y,500,100,16,500,532,32,1513,0,0
A009,Y,500,100,13,500,528,28,1562,1,0
A009,Y,500,100,15,500,528,28,1393,0,0
A009,Y,500,100,9,500,524,24,1864,1,0
A009,Y,500,100,11,500,524,24,1697,0,0
A009,Y,500,100,2,500,520,20,5498,1,0
A009,Y,500,100,7,500,520,20,1993,0,0
A009,Y,3000,1000,54,3000,3136,136,1453,0,0
A009,Y,3000,1000,45,3000,3132,132,1463,1,0
A009,Y,3000,1000,50,3000,3132,132,1417,1,1
A009,Y,3000,1000,52,3000,3132,132,1234,0,0
A009,Y,3000,1000,27,3000,3128,128,1614,1,0
A009,Y,3000,1000,32,3000,3128,128,1446,1,1
A009,Y,3000,1000,42,3000,3128,128,1647,0,0
A009,Y,3000,1000,51,3000,3128,128,1531,0,1
A009,Y,3000,1000,19,3000,3112,112,1400,1,0
A009,Y,3000,1000,21,3000,3112,112,1348,0,0
A009,Y,3000,1000,40,3000,3112,112,1453,1,0
A009,Y,3000,1000,41,3000,3112,112,1477,0,1
A009,Y,3000,1000,18,3000,3096,96,3530,0,0
A009,Y,3000,1000,4,3000,3080,80,2082,1,0
A009,Y,3000,1000,8,3000,3080,80,1984,0,0
A009,Y,3000,100,24,3000,3112,112,2037,1,0
A009,Y,3000,100,25,3000,3112,112,2031,1,1
A009,Y,3000,100,57,3000,3104,104,2179,1,0
A009,Y,3000,100,58,3000,3104,104,1280,1,1
A009,Y,3000,100,60,3000,3104,104,1244,1,0
A009,Y,3000,100,55,3000,3100,100,1381,1,0
A009,Y,3000,100,56,3000,3100,100,1443,0,0
A009,Y,3000,100,59,3000,3100,100,1194,0,1
A009,Y,3000,100,23,3000,3096,96,2115,0,0
A009,Y,3000,100,28,3000,3096,96,2146,1,0
A009,Y,3000,100,37,3000,3096,96,2223,1,0
A009,Y,3000,100,47,3000,3096,96,1698,0,0
A009,Y,3000,100,5,3000,3080,80,3246,1,0
A009,Y,3000,100,22,3000,3080,80,1316,0,0
A009,Y,3000,100,44,3000,3080,80,1534,0,1
